"Longitude","Latitude","HabitatSuitability"
119.625,39.875,2.22044604925031e-16
119.875,39.875,2.22044604925031e-16
120.125,39.875,2.22044604925031e-16
120.375,39.875,2.22044604925031e-16
120.625,39.875,2.22044604925031e-16
120.875,39.875,2.17296936000366e-09
121.125,39.875,0.00247286772355437
121.375,39.875,3.32434537995141e-05
121.625,39.875,2.22044604925031e-16
123.375,39.875,0.999985754489899
123.625,39.875,0.984779119491577
123.875,39.875,0.154224529862404
124.125,39.875,0.00194230955094099
127.875,39.875,9.37373624765314e-06
128.125,39.875,9.24812229641248e-06
128.375,39.875,1.49311617860803e-05
128.625,39.875,2.58198324445402e-05
128.875,39.875,2.40407935052644e-05
129.125,39.875,9.70781002251897e-06
129.375,39.875,4.04380170948571e-06
129.625,39.875,3.75177592104592e-06
129.875,39.875,2.18771901927539e-06
130.125,39.875,1.38090706514049e-06
130.375,39.875,1.21540870168246e-06
130.625,39.875,1.76744413238339e-06
130.875,39.875,2.86656063508417e-06
131.125,39.875,2.85797318611003e-06
131.375,39.875,3.31437763634312e-06
131.625,39.875,3.6580277082976e-06
131.875,39.875,5.74060095459572e-06
132.125,39.875,6.10744700679788e-06
132.375,39.875,6.9887478275632e-06
132.625,39.875,8.35431546875043e-06
132.875,39.875,1.03419570223195e-05
133.125,39.875,1.64505090651801e-05
133.375,39.875,4.01210563722998e-05
133.625,39.875,2.10909129236825e-05
133.875,39.875,1.57381746248575e-05
134.125,39.875,2.24025570787489e-05
134.375,39.875,3.44089676218573e-05
134.625,39.875,2.9053388061584e-05
134.875,39.875,2.00151807803195e-05
135.125,39.875,1.41920163514442e-05
135.375,39.875,1.28593837871449e-05
135.625,39.875,1.23926747619407e-05
135.875,39.875,1.62007054314017e-05
136.125,39.875,1.93045852938667e-05
136.375,39.875,2.20595593418693e-05
136.625,39.875,2.99577841360588e-05
136.875,39.875,2.36312571360031e-05
137.125,39.875,1.7332999050268e-05
137.375,39.875,1.43439419844071e-05
137.625,39.875,1.53998553287238e-05
137.875,39.875,2.01704006030923e-05
138.125,39.875,3.69437730114441e-05
138.375,39.875,8.86224443092942e-05
138.625,39.875,0.000214035913813859
138.875,39.875,0.000592028198298067
139.125,39.875,0.0028809008654207
139.375,39.875,0.0746419653296471
139.625,39.875,0.018616609275341
139.875,39.875,0.00247458857484162
140.125,39.875,0.00712356576696038
142.125,39.875,1.32279481590558e-07
142.375,39.875,1.53752935716511e-07
142.625,39.875,4.86649156528074e-08
142.875,39.875,4.29113526934088e-08
143.125,39.875,3.68727661737012e-08
143.375,39.875,3.19156896466666e-08
143.625,39.875,1.70310645586369e-08
143.875,39.875,3.63071457343267e-08
144.125,39.875,2.97255067782665e-11
144.375,39.875,2.22044604925031e-16
144.625,39.875,2.23364648175087e-13
144.875,39.875,2.21636823477533e-11
145.125,39.875,1.94733909553158e-10
145.375,39.875,4.62625465713629e-10
145.625,39.875,5.39537803323498e-10
145.875,39.875,5.55005430502575e-10
146.125,39.875,5.91762860935319e-10
146.375,39.875,1.37507127906389e-09
146.625,39.875,2.80324119472652e-09
146.875,39.875,3.83545195603574e-09
147.125,39.875,5.34081356917682e-09
147.375,39.875,1.21289280841097e-08
147.625,39.875,2.80228302784735e-08
147.875,39.875,5.74867335956242e-08
148.125,39.875,1.03705687592992e-07
148.375,39.875,9.04206345353487e-08
148.625,39.875,9.49118827975326e-08
148.875,39.875,2.71354338110541e-07
149.125,39.875,1.0474851563913e-07
149.375,39.875,6.73951717544696e-07
149.625,39.875,1.44099033150269e-07
149.875,39.875,1.49699616258658e-07
150.125,39.875,5.70418663414785e-08
150.375,39.875,1.08920401586943e-08
150.625,39.875,1.04478647955375e-08
150.875,39.875,3.89252985399935e-09
151.125,39.875,1.15961673596843e-09
151.375,39.875,1.98968619358197e-10
151.625,39.875,9.5139750244666e-11
151.875,39.875,2.30320415517404e-11
152.125,39.875,2.76017663586314e-12
152.375,39.875,2.29854330013879e-13
152.625,39.875,2.22044604925031e-16
152.875,39.875,2.22044604925031e-16
153.125,39.875,2.22044604925031e-16
153.375,39.875,2.22044604925031e-16
153.625,39.875,2.22044604925031e-16
153.875,39.875,2.22044604925031e-16
154.125,39.875,2.22044604925031e-16
